Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Item_Outlet_Sales,Item_Visibility_MeanRatio,Outlet_Years,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDV38,19.25,0.17034855100000001,55.7956,OUT010,163.7868,1.4440173570865156,15,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCS17,18.6,0.080829372,96.4436,OUT018,2741.7644,1.0029482739188142,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDP33,18.7,0.08556526183333334,256.6672,OUT018,3068.0064,1.0,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDO23,17.85,0.14129689414285715,93.1436,OUT045,2174.5028,1.0,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRH01,17.5,0.097904029,174.8738,OUT046,2085.2856,0.8690040989458369,16,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
NCX29,10.0,0.08929113699999999,146.7102,OUT049,3791.0652,0.8494155173620084,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
DRZ11,8.85,0.113123893,122.5388,OUT018,1609.9044,1.002797010324002,4,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDX10,12.857645184136194,0.12311145300000001,36.9874,OUT027,388.1614,0.9944509267341657,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDU02,13.35,0.102511504,230.6352,OUT046,3435.528,0.9021677878599483,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDA46,13.6,0.117818348,192.9136,OUT049,2527.3768,1.0009916175079745,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDC02,21.35,0.06910283099999999,259.9278,OUT018,6768.5228,0.9029432247464673,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDL50,12.15,0.042277867000000004,126.5046,OUT013,373.5138,0.9965636795510627,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDM39,6.42,0.08949892599999999,178.1002,OUT010,358.2004,1.475034508970051,15,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDS02,12.857645184136194,0.25539489600000004,196.8794,OUT019,780.3176,1.839891467690555,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCL17,7.39,0.067779712,143.8812,OUT046,3134.5864,0.9976204487568417,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDM40,10.195,0.159803853,141.5154,OUT013,850.8924,1.4993756114347132,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDR13,9.895,0.028696932,117.0492,OUT013,810.9444,0.9975729965176114,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCP18,12.15,0.028760012999999997,151.4708,OUT017,4815.0656,1.0044681048166684,6,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDK21,7.905,0.010053105,249.0408,OUT018,6258.52,0.9151200106675108,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCX54,9.195,0.048157338,106.1622,OUT045,2117.244,0.9135444048667141,11,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDY21,15.1,0.17348130399999998,194.511,OUT046,4910.275,1.2636749635257547,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDM20,10.0,0.0232488068,246.9144,OUT018,3185.1872,1.0,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDF09,12.857645184136194,0.012090074,38.2848,OUT027,484.7024,0.9948602766106076,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDY40,12.857645184136194,0.15028599,51.0692,OUT019,147.8076,1.4132152321083333,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDY45,12.857645184136194,0.026015518999999997,255.8356,OUT027,2543.356,1.1921693427453846,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDC46,17.7,0.195068226,185.4266,OUT010,184.4266,1.526559956581351,15,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDH19,19.35,0.033082215,172.5738,OUT035,4865.6664,0.9025033636908053,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDZ03,13.65,0.078946455,186.024,OUT045,1118.5439999999999,1.0711429317938141,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRH37,17.6,0.041700756,164.8526,OUT045,2302.3364,0.8894938822861083,11,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
NCI17,8.645,0.14342264300000002,95.84100000000001,OUT046,2027.361,0.9989871435433431,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDJ58,15.6,0.10529607199999999,170.1764,OUT046,3435.528,0.8484883858774448,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDL12,15.85,0.121531501,59.222,OUT013,599.22,0.8695966818186084,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDH35,18.25,0.056988493333333334,164.7526,OUT045,4604.6728,1.0,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDG02,7.855,0.011324862,189.6188,OUT017,2285.0256,0.8736089180195864,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCZ18,7.825,0.186357148,254.3698,OUT049,5580.7356,1.0373679124324409,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDC29,8.39,0.024205661,114.0176,OUT046,2290.3520000000003,0.9992261936164709,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDQ10,12.85,0.033230816,172.3422,OUT049,1207.0954,0.9043192954878387,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDN48,12.857645184136194,0.113720344,89.9804,OUT019,643.1628,1.5219827105910262,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDL04,19.0,0.11255650699999999,104.9622,OUT017,1587.933,1.0054306358168557,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDV25,5.905,0.0434213736,222.5456,OUT045,5305.0944,1.0,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDD58,7.76,0.05935224099999999,101.87,OUT046,1697.79,0.8881058706122893,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDN04,11.8,0.014087057,180.3344,OUT046,1427.4752,1.1654849980092907,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDV45,16.75,0.045230944,187.9556,OUT018,4693.89,0.9065714951294783,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCL18,12.857645184136194,0.293417759,194.6136,OUT019,583.2408,1.5791630222747792,28,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDG20,15.5,0.12639886,177.0028,OUT017,2479.4392,0.8843963035953681,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDN33,6.305,0.123115764,95.6436,OUT046,661.8052,1.0010310559959184,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDW20,20.75,0.040421193,122.17299999999999,OUT010,369.519,1.4342927846122457,15,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
DRG27,8.895,0.10527411099999999,39.9138,OUT049,690.4346,1.0532805687088753,14,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
DRI25,19.6,0.033970195,55.1614,OUT045,1381.535,0.9136209138602582,11,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDA44,19.7,0.053212652,57.893,OUT035,622.523,0.9213526770930449,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCR17,9.8,0.024378706,114.5492,OUT035,1274.3412,0.9988296793150883,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDU04,12.857645184136194,0.009714595,120.0414,OUT019,487.3656,2.3331031594487794,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDB56,8.75,0.07461309,187.4556,OUT035,3755.112,1.1651575812317863,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCP18,12.857645184136194,0.028459761,149.9708,OUT027,4363.6532,0.9939815463645768,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDB56,8.75,0.07462720099999999,187.8556,OUT046,1314.2892,1.1653779385260459,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDT28,13.3,0.063695084,151.0708,OUT045,1805.6496,1.000657479038771,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDD10,12.857645184136194,0.045797829000000005,178.5344,OUT027,2854.9504,1.0428486655575557,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDW57,8.31,0.11585722300000001,179.1028,OUT049,3896.2616,1.2477905387444859,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRB48,16.75,0.024832806000000002,38.7822,OUT013,667.7974,1.0477941215030182,26,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDH14,17.1,0.046769599999999995,141.1838,OUT013,2247.7408,0.8293743935342625,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDA47,10.5,0.11657670199999999,163.121,OUT013,1794.3310000000001,1.198029722826489,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
DRK49,14.15,0.035913805,41.4138,OUT013,812.2760000000001,1.1654340908136664,26,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDD03,13.3,0.079806266,232.53,OUT046,699.09,0.9982612829610846,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDX34,12.857645184136194,0.071636937,121.7098,OUT027,4097.3332,0.99472231242595,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDV11,9.1,0.07503556574999999,173.2054,OUT045,3151.8972,1.0,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDD17,7.5,0.032677677999999995,239.0906,OUT049,5942.265,1.0491875458900233,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDZ16,16.85,0.160760054,192.4478,OUT017,4843.695,0.8127109130444516,6,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDZ46,7.485,0.06911065,109.0228,OUT035,2542.0244,0.997045204761887,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
DRA12,11.6,0.041177505,140.3154,OUT017,2552.6772,1.2885616761980008,6,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDY58,11.65,0.040081193,227.0694,OUT018,1141.847,1.000310840835566,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCF19,13.0,0.035307322,47.5034,OUT017,680.4476,0.8737352885509778,6,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
DRJ13,12.65,0.063017847,159.0578,OUT045,2085.9514,0.8994150084567096,11,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDB14,20.25,0.171938781,92.512,OUT010,186.424,1.7553261366522466,15,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDJ38,8.6,0.040197932,190.153,OUT035,3036.048,0.9981035677346621,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDW11,12.6,0.049058014000000004,62.7194,OUT017,866.8716,1.0045293329709675,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDL40,17.7,0.01161096,95.041,OUT035,868.8689999999999,1.0486427836891896,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
DRI49,14.15,0.183507295,82.4276,OUT046,1137.1864,0.9985240537514383,16,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDV38,19.25,0.102349519,52.7956,OUT017,928.1252,0.8676004642120854,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRG23,8.88,0.08670898699999999,151.7682,OUT013,762.341,1.1661391319394203,26,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
NCP30,20.5,0.032835147,40.2822,OUT045,707.0796,1.001464650108189,11,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDY25,12.857645184136194,0.033809913,180.5976,OUT027,7968.2944,0.9943509837076948,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCH54,13.5,0.07266912,160.292,OUT046,1438.128,0.8082214567844889,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
NCR53,12.857645184136194,0.144338493,224.4404,OUT027,6976.2524,0.9387826425518622,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDS52,8.89,0.009163216,101.7016,OUT010,101.2016,1.4197649145980327,15,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCO26,7.235,0.076855628,116.0492,OUT046,1969.4364,0.9986322230840355,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDH35,12.857645184136194,0.059956876,165.4526,OUT027,5262.4832,1.0520874038431618,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDB51,6.92,0.038532062,60.5852,OUT045,1314.2892,1.0002381398116789,11,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDX44,9.3,0.043209581,90.8172,OUT017,535.3032,1.0047486362989948,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCN07,18.5,0.056816465,132.1284,OUT010,263.6568,1.5255089605772434,15,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
NCC31,8.02,0.019866705,154.5972,OUT035,1402.1748,1.0881819803382144,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
NCX54,9.195,0.048331717,105.1622,OUT017,1693.7952,0.9168523734212936,6,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
NCO55,12.8,0.091221855,105.5938,OUT045,2143.876,0.7796761014753127,11,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
NCC30,16.6,0.027622076000000002,177.6344,OUT049,2676.5159999999996,0.882531507217872,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDI16,14.0,0.128357683,53.06399999999999,OUT035,905.488,1.0,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDP16,18.6,0.039355947,246.3802,OUT049,7370.406,0.8808625329084496,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDB11,16.0,0.060836524,226.8404,OUT035,6301.1312,0.9981703397961053,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCB06,17.6,0.082316506,160.692,OUT035,1597.92,0.8811099613784078,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDA45,21.25,0.155350299,178.237,OUT035,529.311,0.9997633612623326,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCO26,7.235,0.076841095,117.5492,OUT035,1969.4364,0.9984433869184124,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDX20,7.365,0.042560252,226.172,OUT046,3169.208,0.9222899096810624,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCI18,18.35,0.014081156000000001,223.5746,OUT018,3589.9936,1.0026581194547473,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDB36,5.465,0.03467489585714286,132.5626,OUT018,262.3252,1.0,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDN13,18.6,0.152918384,99.8358,OUT017,1910.1802,0.8926897979587703,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRD24,13.85,0.030969273999999998,140.9154,OUT017,1701.7848,0.9166849265840111,6,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDV25,5.905,0.045838211,222.5456,OUT018,3315.684,1.055660086257612,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDW51,6.155,0.09465987099999999,214.55599999999998,OUT046,2769.728,0.8981717019262059,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRL01,19.5,0.077608838,233.4958,OUT017,5375.0034,0.8354597455782373,6,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDL50,12.15,0.042485444000000004,125.0046,OUT018,1743.0644,1.0014566345080895,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCB30,12.857645184136194,0.025578526,198.8084,OUT027,5555.4352,0.8270120776541008,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDW11,12.6,0.048980800000000005,61.9194,OUT018,619.194,1.0029482716602502,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCM43,14.5,0.019471688,164.821,OUT035,2120.573,0.8307595884789991,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDK44,16.6,0.122918852,173.0738,OUT017,3823.0236,1.2562373759586356,6,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDM15,11.8,0.057373797000000004,151.4366,OUT013,1360.2294,0.998327204774585,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDS31,13.1,0.044155597000000005,178.8318,OUT013,3969.4996,1.3987155495239183,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDI32,17.7,0.291865402,115.1834,OUT010,345.5502,1.5789759421265661,15,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDR47,17.85,0.07008762299999999,196.5794,OUT010,585.2382,1.0,15,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDB35,12.3,0.064750025,92.6804,OUT045,1010.6844,0.8891376606863092,11,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCU05,11.8,0.098312421,81.4618,OUT010,161.1236,1.504214899600029,15,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
